Demo/A Bit More/tp3.extra	A Bit More	Trackerpacker 3	Linus Akesson	/Demo/Akesson_Linus/A_Bit_More.lha/tp3.extra
Game/Dirty Moves/mod.pornotune	Dirty Moves	Soundtracker	Steven van den Heuvel	/Game/van_den_Heuvel_Steven/Dirty_Moves.lha/mod.pornotune
Game/Hybris/cust.ingame	Hybris	Custom	Paul van der Valk	/Game/van_der_Valk_Paul/Hybris.lha/Custom_Version/cust.ingame
Game/Hybris/cust.title	Hybris	Custom	Paul van der Valk	/Game/van_der_Valk_Paul/Hybris.lha/Custom_Version/cust.title
Game/Hybris/fp.ingame	Hybris	Future Player	Paul van der Valk	/Game/van_der_Valk_Paul/Hybris.lha/fp.ingame
Game/Hybris/fp.title	Hybris	Future Player	Paul van der Valk	/Game/van_der_Valk_Paul/Hybris.lha/fp.title
Game/Hybris/cust.title_and_ingame	Hybris	Custom	Paul van der Valk	/Game/van_der_Valk_Paul/Hybris.lha/Older_Custom_Version/cust.title_and_ingame
Game/Tetris Pro/mod.digital e-motions	Tetris Pro	Protracker	Marco van Steen (All Other Music)	/Game/van_Steen_Marco/Tetris_Pro.lha/mod.digital e-motions
Game/Tetris Pro/mod.multi-tune-dungeon	Tetris Pro	Protracker	Kalle Launila (Intro)	/Game/van_Steen_Marco/Tetris_Pro.lha/mod.multi-tune-dungeon
Game/Tetris Pro/mod.progressions	Tetris Pro	Protracker	Marco van Steen (All Other Music)	/Game/van_Steen_Marco/Tetris_Pro.lha/mod.progressions
Game/Tetris Pro/mod.silent force	Tetris Pro	Protracker	Marco van Steen (All Other Music)	/Game/van_Steen_Marco/Tetris_Pro.lha/mod.silent force
Game/Borobodur - The Planet of Doom/mug.GLORY-HOEZE	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.GLORY-HOEZE
Game/Borobodur - The Planet of Doom/mug.HELLUPIE	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.HELLUPIE
Game/Borobodur - The Planet of Doom/mug.IN GAME	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.IN GAME
Game/Borobodur - The Planet of Doom/mug.LEV2	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.LEV2
Game/Borobodur - The Planet of Doom/mug.LEV3 MUZAK	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.LEV3 MUZAK
Game/Borobodur - The Planet of Doom/mug.TOONIE	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.TOONIE
Game/Borobodur - The Planet of Doom/mug.YES,I COME	Borobodur - The Planet of Doom	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug.YES,I COME
Game/Borobodur - The Planet of Doom/mug2.CX5-ZAD	Borobodur - The Planet of Doom	Mugician II	Reinier van Vliet	/Game/van_Vliet_Reinier/Borobodur.lha/mug2.CX5-ZAD
Game/Bump 'n' Burn/mug.THE RESULTS	Bump 'n' Burn	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Bump_n_Burn.lha/mug.THE RESULTS
Game/Bump 'n' Burn/mug.TITLE-RAVE	Bump 'n' Burn	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Bump_n_Burn.lha/mug.TITLE-RAVE
Game/Bump 'n' Burn/mug.WALK-O-DEATH	Bump 'n' Burn	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Bump_n_Burn.lha/mug.WALK-O-DEATH
Game/Winter Camp/mug.level_1	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_1
Game/Winter Camp/mug.level_2	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_2
Game/Winter Camp/mug.level_3	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_3
Game/Winter Camp/mug.level_4_&_6	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_4_&_6
Game/Winter Camp/mug.level_5	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_5
Game/Winter Camp/mug.level_7	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_7
Game/Winter Camp/mug.level_8	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.level_8
Game/Winter Camp/mug.title	Winter Camp	Mugician	Reinier van Vliet	/Game/van_Vliet_Reinier/Winter_Camp.lha/mug.title
Game/Rally Championships/mod.dr_(tracks)	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/AGA_Version/mod.dr_(tracks)
Game/Rally Championships/mod.idemo	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/AGA_Version/mod.idemo
Game/Rally Championships/mod.racer	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/AGA_Version/mod.racer
Game/Rally Championships/mod.start	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/AGA_Version/mod.start
Game/Rally Championships/mod.cdmusic	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.cdmusic
Game/Rally Championships/mod.dr1	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr1
Game/Rally Championships/mod.dr2	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr2
Game/Rally Championships/mod.dr3	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr3
Game/Rally Championships/mod.dr4	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr4
Game/Rally Championships/mod.dr5	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr5
Game/Rally Championships/mod.dr6	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.dr6
Game/Rally Championships/mod.racer	Rally Championships	Protracker	James Veal & Dave Newman	/Game/Veal_James/Rally_Championships.lha/mod.racer
Game/Sleepwalker/mod.continue	Sleepwalker	StarTrekker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.continue
Game/Sleepwalker/mod.funk_lullaby	Sleepwalker	Protracker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.funk_lullaby
Game/Sleepwalker/mod.game_over	Sleepwalker	StarTrekker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.game_over
Game/Sleepwalker/mod.in_between	Sleepwalker	Protracker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.in_between
Game/Sleepwalker/mod.intro	Sleepwalker	Protracker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.intro
Game/Sleepwalker/mod.lullaby1	Sleepwalker	Protracker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.lullaby1
Game/Sleepwalker/mod.sleeptitle2	Sleepwalker	Protracker	James Veal & Dave Newman	/Game/Veal_James/Sleepwalker.lha/mod.sleeptitle2
Game/Whizz/mod.be2	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.be2
Game/Whizz/mod.beachland	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.beachland
Game/Whizz/mod.casinoland	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.casinoland
Game/Whizz/mod.gamecomplet_hiscore	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.gamecomplet_hiscore
Game/Whizz/mod.grassland	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.grassland
Game/Whizz/mod.intro_creditsroll	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.intro_creditsroll
Game/Whizz/mod.snowland	Whizz	Protracker	James Veal & Dave Newman	/Game/Veal_James/Whizz.lha/mod.snowland
Game/Perihelion - The Prophecy/mod.event.city	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.city
Game/Perihelion - The Prophecy/mod.event.farm	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.farm
Game/Perihelion - The Prophecy/mod.event.mine	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.mine
Game/Perihelion - The Prophecy/mod.event.steelfortress	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.steelfortress
Game/Perihelion - The Prophecy/mod.event.tower	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.tower
Game/Perihelion - The Prophecy/mod.event.village	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.event.village
Game/Perihelion - The Prophecy/mod.innercity	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.innercity
Game/Perihelion - The Prophecy/mod.inside.colony	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.inside.colony
Game/Perihelion - The Prophecy/mod.inside.farm	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.inside.farm
Game/Perihelion - The Prophecy/mod.inside.mine	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.inside.mine
Game/Perihelion - The Prophecy/mod.inside.tower	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.inside.tower
Game/Perihelion - The Prophecy/mod.inside.vulkan	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.inside.vulkan
Game/Perihelion - The Prophecy/mod.intro.perihelion	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.intro.perihelion
Game/Perihelion - The Prophecy/mod.intro.prophecy	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.intro.prophecy
Game/Perihelion - The Prophecy/mod.map.wind	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.map.wind
Game/Perihelion - The Prophecy/mod.morbidloader	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.morbidloader
Game/Perihelion - The Prophecy/mod.over.negativ2	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.over.negativ2
Game/Perihelion - The Prophecy/mod.over.positive	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.over.positive
Game/Perihelion - The Prophecy/mod.sfx	Perihelion - The Prophecy	Protracker	Zoltan Vegh	/Game/Vegh_Zoltan/Perihelion-The_Prophecy.lha/mod.sfx
Game/Agricola/mod.agricola_title00	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.agricola_title00
Game/Agricola/mod.brucerra	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.brucerra
Game/Agricola/mod.carrellata	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.carrellata
Game/Agricola/mod.outerspace	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.outerspace
Game/Agricola/mod.paludema	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.paludema
Game/Agricola/mod.startingover	Agricola	Protracker	Filippo Vela	/Game/Vela_Filippo/Agricola.lha/mod.startingover
Game/Quik The Thunder Rabbit/mod.rabbit-barbarian	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-barbarian
Game/Quik The Thunder Rabbit/mod.rabbit-gagne	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-gagne
Game/Quik The Thunder Rabbit/mod.rabbit-game.over	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-game.over
Game/Quik The Thunder Rabbit/mod.rabbit-intro3	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-intro3
Game/Quik The Thunder Rabbit/mod.rabbit-level1.inter	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level1.inter
Game/Quik The Thunder Rabbit/mod.rabbit-level1.jour	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level1.jour
Game/Quik The Thunder Rabbit/mod.rabbit-level1.nuit	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level1.nuit
Game/Quik The Thunder Rabbit/mod.rabbit-level2.inter	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level2.inter
Game/Quik The Thunder Rabbit/mod.rabbit-level2.jour	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level2.jour
Game/Quik The Thunder Rabbit/mod.rabbit-level2.nuit	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level2.nuit
Game/Quik The Thunder Rabbit/mod.rabbit-level3.inter	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level3.inter
Game/Quik The Thunder Rabbit/mod.rabbit-level3.jour	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level3.jour
Game/Quik The Thunder Rabbit/mod.rabbit-level3.nuit	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level3.nuit
Game/Quik The Thunder Rabbit/mod.rabbit-level4.inter	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level4.inter
Game/Quik The Thunder Rabbit/mod.rabbit-level4.jour	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level4.jour
Game/Quik The Thunder Rabbit/mod.rabbit-level4.nuit	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-level4.nuit
Game/Quik The Thunder Rabbit/mod.rabbit-moon	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-moon
Game/Quik The Thunder Rabbit/mod.rabbit-prehistorik	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-prehistorik
Game/Quik The Thunder Rabbit/mod.rabbit-present	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-present
Game/Quik The Thunder Rabbit/mod.rabbit-samourai	Quik The Thunder Rabbit	Protracker	Philippe Veriere	/Game/Veriere_Philippe/Quik_The_Thunder_Rabbit.lha/mod.rabbit-samourai
Game/Krypton Egg/mod.alex	Krypton Egg	Protracker	Jean-Pierre Vidos	/Game/Vidos_Jean-Pierre/Krypton_Egg.lha/mod.alex
Game/Krypton Egg/mod.halloffame	Krypton Egg	Protracker	Jean-Pierre Vidos	/Game/Vidos_Jean-Pierre/Krypton_Egg.lha/mod.halloffame
Game/Motorbike Madness/cust.Motorbike_Madness	Motorbike Madness	Custom	Nick Vincent	/Game/Vincent_Nick/Motorbike_Madness.lha/cust.Motorbike_Madness
Game/Vectorball/cust.Vectorball	Vectorball	Custom	Nick Vincent	/Game/Vincent_Nick/Vectorball.lha/cust.Vectorball
Game/Puffy's Saga/mod.welcome	Puffy's Saga	Protracker	Fabrice Visserot	/Game/Visserot_Fabrice/Puffys_Saga.lha/mod.welcome
Game/Galaga'92/mod.game-over	Galaga'92	Protracker	Romain Voes	/Game/Voes_Romain/Galaga_92.lha/mod.game-over
Game/Galaga'92/mod.introduction	Galaga'92	Protracker	Romain Voes	/Game/Voes_Romain/Galaga_92.lha/mod.introduction
Game/Aunt Arctic Adventure/mod.level4	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.level4
Game/Aunt Arctic Adventure/mod.mh1	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.mh1
Game/Aunt Arctic Adventure/mod.ml1	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.ml1
Game/Aunt Arctic Adventure/mod.ml2	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.ml2
Game/Aunt Arctic Adventure/mod.ml3	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.ml3
Game/Aunt Arctic Adventure/mod.ml5	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.ml5
Game/Aunt Arctic Adventure/mod.mt1a	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.mt1a
Game/Aunt Arctic Adventure/mod.mw1	Aunt Arctic Adventure	Soundtracker	Thomas Völker	/Game/Volker_Thomas/Aunt_Arctic_Adventure.lha/mod.mw1
Game/Stardust/p4x.engage the scy!!!xx	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.engage the scy!!!xx
Game/Stardust/p4x.hi_score	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.hi_score
Game/Stardust/p4x.level2ingame	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.level2ingame
Game/Stardust/p4x.level3boss	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.level3boss
Game/Stardust/p4x.level3ingame	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.level3ingame
Game/Stardust/p4x.level5boss	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.level5boss
Game/Stardust/p4x.level5ingame	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.level5ingame
Game/Stardust/p4x.sd-boss to try2	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-boss to try2
Game/Stardust/p4x.sd-hardcore.finboss	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-hardcore.finboss
Game/Stardust/p4x.sd-ingame1	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-ingame1
Game/Stardust/p4x.sd-ingametry2	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-ingametry2
Game/Stardust/p4x.sd-trigger of death	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-trigger of death
Game/Stardust/p4x.sd-umpitunneli hc	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.sd-umpitunneli hc
Game/Stardust/p4x.stardust	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.stardust
Game/Stardust/p4x.tunnel4	Stardust	The Player 4.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p4x.tunnel4
Game/Stardust/p6x.dustwars	Stardust	The Player 6.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p6x.dustwars
Game/Stardust/p6x.game_end	Stardust	The Player 6.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p6x.game_end
Game/Stardust/p6x.sd-hyperspace.final	Stardust	The Player 6.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p6x.sd-hyperspace.final
Game/Stardust/p6x.ship_fly_by	Stardust	The Player 6.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p6x.ship_fly_by
Game/Stardust/p6x.titlehidasx	Stardust	The Player 6.x	Risto Vuori & Bassbomb	/Game/Vuori_Risto/Stardust.lha/p6x.titlehidasx
Game/Super Stardust/p60.boss_1	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.boss_1
Game/Super Stardust/p60.boss_2	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.boss_2
Game/Super Stardust/p60.boss_3	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.boss_3
Game/Super Stardust/p60.boss_4	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.boss_4
Game/Super Stardust/p60.boss_5	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.boss_5
Game/Super Stardust/p60.game_end	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.game_end
Game/Super Stardust/p60.game_over	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.game_over
Game/Super Stardust/p60.get_ready	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.get_ready
Game/Super Stardust/p60.hi_score	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.hi_score
Game/Super Stardust/p60.intro	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.intro
Game/Super Stardust/p60.level_stats	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.level_stats
Game/Super Stardust/p60.levels_01_to_06	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.levels_01_to_06
Game/Super Stardust/p60.levels_07_to_12	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.levels_07_to_12
Game/Super Stardust/p60.levels_13_to_18	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.levels_13_to_18
Game/Super Stardust/p60.levels_19_to_24	Super Stardust	The Player 6.x	Risto Vuori	/Game/Vuori_Risto/Super_Stardust.lha/p60.levels_19_to_24
